Country (i),Country (j),Year,X (ij) in 1000 USD,GDP (i),GDP (j),Dist (ij),Lang (ij),Area (i),Area (j),Inflation (i),Inflation (j)
AUS,BGD,2000,186596.319,,,,,,,,
AUS,BGD,2001,181173.843,,,,,,,,
AUS,BGD,2002,175363.965,,,,,,,,
AUS,BGD,2003,146266.393,,,,,,,,
AUS,BGD,2004,198077.137,,,,,,,,
AUS,BGD,2005,179349.099,,,,,,,,
AUS,BGD,2006,138666.209,,,,,,,,
AUS,BGD,2007,165242.417,,,,,,,,
AUS,BGD,2008,215368.065,,,,,,,,
AUS,BGD,2009,321319.14,,,,,,,,
AUS,BGD,2010,535489.979,,,,,,,,
AUS,BGD,2011,598029.372,,,,,,,,
AUS,BGD,2012,506985.653,,,,,,,,
AUS,BGD,2013,546530.885,,,,,,,,
AUS,BGD,2014,494882.96,,,,,,,,
AUS,BGD,2015,520293.256,,,,,,,,
AUS,BGD,2016,616109.88,,,,,,,,
AUS,BEL,2000,585323.101,,,,,,,,
AUS,BEL,2001,467858.628,,,,,,,,
AUS,BEL,2002,515864.225,,,,,,,,
AUS,BEL,2003,451818.896,,,,,,,,
AUS,BEL,2004,544434.879,,,,,,,,
AUS,BEL,2005,761227.995,,,,,,,,
AUS,BEL,2006,828494.978,,,,,,,,
AUS,BEL,2007,1233016.884,,,,,,,,
AUS,BEL,2008,1276103.696,,,,,,,,
AUS,BEL,2009,653001.866,,,,,,,,
AUS,BEL,2010,1158188.983,,,,,,,,
AUS,BEL,2011,1471193.564,,,,,,,,
AUS,BEL,2012,1724420.17,,,,,,,,
AUS,BEL,2013,1031543.916,,,,,,,,
AUS,BEL,2014,947268.475,,,,,,,,
AUS,BEL,2015,904710.372,,,,,,,,
AUS,BEL,2016,709452.472,,,,,,,,
AUS,BRA,2000,330264.553,,,,,,,,
AUS,BRA,2001,244917.851,,,,,,,,
AUS,BRA,2002,218260.562,,,,,,,,
AUS,BRA,2003,301490.188,,,,,,,,
AUS,BRA,2004,412225.821,,,,,,,,
AUS,BRA,2005,657185.257,,,,,,,,
AUS,BRA,2006,672161.263,,,,,,,,
AUS,BRA,2007,729226.159,,,,,,,,
AUS,BRA,2008,1331244.009,,,,,,,,
AUS,BRA,2009,723462.714,,,,,,,,
AUS,BRA,2010,1444623.217,,,,,,,,
AUS,BRA,2011,1437269.665,,,,,,,,
AUS,BRA,2012,1024866.975,,,,,,,,
AUS,BRA,2013,689902.98,,,,,,,,
AUS,BRA,2014,939393.61,,,,,,,,
AUS,BRA,2015,857901.409,,,,,,,,
AUS,BRA,2016,747987.78,,,,,,,,
AUS,CAN,2000,837568.413,,,,,,,,
AUS,CAN,2001,938178.419,,,,,,,,
AUS,CAN,2002,1019244.062,,,,,,,,
AUS,CAN,2003,1133958.748,,,,,,,,
AUS,CAN,2004,1443079.982,,,,,,,,
AUS,CAN,2005,1364331.413,,,,,,,,
AUS,CAN,2006,1265176.86,,,,,,,,
AUS,CAN,2007,1503216.958,,,,,,,,
AUS,CAN,2008,1294341.301,,,,,,,,
AUS,CAN,2009,1124964.438,,,,,,,,
AUS,CAN,2010,1151780.257,,,,,,,,
AUS,CAN,2011,1556555.985,,,,,,,,
AUS,CAN,2012,1725616.504,,,,,,,,
AUS,CAN,2013,1044368.955,,,,,,,,
AUS,CAN,2014,1106908.447,,,,,,,,
AUS,CAN,2015,1161530.528,,,,,,,,
AUS,CAN,2016,1315148.043,,,,,,,,
AUS,CHN,2000,3474454.84,,,,,,,,
AUS,CHN,2001,3917959.221,,,,,,,,
AUS,CHN,2002,4557230.826,,,,,,,,
AUS,CHN,2003,5922090.733,,,,,,,,
AUS,CHN,2004,8094988.089,,,,,,,,
AUS,CHN,2005,12302482.05,,,,,,,,
AUS,CHN,2006,15356473.03,,,,,,,,
AUS,CHN,2007,19967513.85,,,,,,,,
AUS,CHN,2008,27225181.98,,,,,,,,
AUS,CHN,2009,33389244.43,,,,,,,,
AUS,CHN,2010,53740402.58,,,,,,,,
AUS,CHN,2011,73804136.77,,,,,,,,
AUS,CHN,2012,75836312.26,,,,,,,,
AUS,CHN,2013,87311419.33,,,,,,,,
AUS,CHN,2014,81413612.52,,,,,,,,
AUS,CHN,2015,61012456.21,,,,,,,,
AUS,CHN,2016,59992749.59,,,,,,,,
AUS,EGY,2000,320588.046,,,,,,,,
AUS,EGY,2001,382384.625,,,,,,,,
AUS,EGY,2002,363169.354,,,,,,,,
AUS,EGY,2003,153230.54,,,,,,,,
AUS,EGY,2004,474661.137,,,,,,,,
AUS,EGY,2005,269579.546,,,,,,,,
AUS,EGY,2006,314326.752,,,,,,,,
AUS,EGY,2007,295675.576,,,,,,,,
AUS,EGY,2008,302451.079,,,,,,,,
AUS,EGY,2009,340497.146,,,,,,,,
AUS,EGY,2010,458427.865,,,,,,,,
AUS,EGY,2011,579841.53,,,,,,,,
AUS,EGY,2012,530257.342,,,,,,,,
AUS,EGY,2013,426428.452,,,,,,,,
AUS,EGY,2014,427511.022,,,,,,,,
AUS,EGY,2015,401930.446,,,,,,,,
AUS,EGY,2016,308909.464,,,,,,,,
AUS,FRA,2000,534397.254,,,,,,,,
AUS,FRA,2001,625573.879,,,,,,,,
AUS,FRA,2002,780390.535,,,,,,,,
AUS,FRA,2003,741771.727,,,,,,,,
AUS,FRA,2004,760438.676,,,,,,,,
AUS,FRA,2005,879807.801,,,,,,,,
AUS,FRA,2006,956239.3,,,,,,,,
AUS,FRA,2007,1207641.704,,,,,,,,
AUS,FRA,2008,1478794.428,,,,,,,,
AUS,FRA,2009,968149.388,,,,,,,,
AUS,FRA,2010,1103683.413,,,,,,,,
AUS,FRA,2011,1265014.283,,,,,,,,
AUS,FRA,2012,1122201.809,,,,,,,,
AUS,FRA,2013,1162597.343,,,,,,,,
AUS,FRA,2014,1033184.852,,,,,,,,
AUS,FRA,2015,856868.69,,,,,,,,
AUS,FRA,2016,881248.886,,,,,,,,
AUS,DEU,2000,751902.757,,,,,,,,
AUS,DEU,2001,752961.734,,,,,,,,
AUS,DEU,2002,867382.268,,,,,,,,
AUS,DEU,2003,831655.308,,,,,,,,
AUS,DEU,2004,966023.162,,,,,,,,
AUS,DEU,2005,1031911.616,,,,,,,,
AUS,DEU,2006,1037151.576,,,,,,,,
AUS,DEU,2007,1126056.378,,,,,,,,
AUS,DEU,2008,1547095.73,,,,,,,,
AUS,DEU,2009,1032357.985,,,,,,,,
AUS,DEU,2010,1429329.689,,,,,,,,
AUS,DEU,2011,1960247.14,,,,,,,,
AUS,DEU,2012,1678364.468,,,,,,,,
AUS,DEU,2013,1374827.825,,,,,,,,
AUS,DEU,2014,1225253.713,,,,,,,,
AUS,DEU,2015,1120757.9,,,,,,,,
AUS,DEU,2016,1332603.529,,,,,,,,
AUS,HKG,2000,2063754.149,,,,,,,,
AUS,HKG,2001,2162921.241,,,,,,,,
AUS,HKG,2002,1927438.075,,,,,,,,
AUS,HKG,2003,1870991.072,,,,,,,,
AUS,HKG,2004,2001657.782,,,,,,,,
AUS,HKG,2005,2034920.05,,,,,,,,
AUS,HKG,2006,2366142.33,,,,,,,,
AUS,HKG,2007,2347973.215,,,,,,,,
AUS,HKG,2008,2528200.752,,,,,,,,
AUS,HKG,2009,2256754.053,,,,,,,,
AUS,HKG,2010,2893507.161,,,,,,,,
AUS,HKG,2011,3086335.234,,,,,,,,
AUS,HKG,2012,2650744.786,,,,,,,,
AUS,HKG,2013,2466223.395,,,,,,,,
AUS,HKG,2014,2544694.163,,,,,,,,
AUS,HKG,2015,2429770.075,,,,,,,,
AUS,HKG,2016,7207580.834,,,,,,,,
AUS,IND,2000,1059580.691,,,,,,,,
AUS,IND,2001,1252743.197,,,,,,,,
AUS,IND,2002,1350323.485,,,,,,,,
AUS,IND,2003,2175138.1,,,,,,,,
AUS,IND,2004,3991108.473,,,,,,,,
AUS,IND,2005,5322623.416,,,,,,,,
AUS,IND,2006,6644789.456,,,,,,,,
AUS,IND,2007,7802194.627,,,,,,,,
AUS,IND,2008,11379978.11,,,,,,,,
AUS,IND,2009,11363671.48,,,,,,,,
AUS,IND,2010,15109408.32,,,,,,,,
AUS,IND,2011,15750320.85,,,,,,,,
AUS,IND,2012,12611729.68,,,,,,,,
AUS,IND,2013,8453697.587,,,,,,,,
AUS,IND,2014,7995340.127,,,,,,,,
AUS,IND,2015,7946612.862,,,,,,,,
AUS,IND,2016,7919027.854,,,,,,,,
AUS,ITA,2000,1065873.301,,,,,,,,
AUS,ITA,2001,1139224.524,,,,,,,,
AUS,ITA,2002,1111941.115,,,,,,,,
AUS,ITA,2003,1034210.76,,,,,,,,
AUS,ITA,2004,1036853.556,,,,,,,,
AUS,ITA,2005,1145249.838,,,,,,,,
AUS,ITA,2006,1371693.614,,,,,,,,
AUS,ITA,2007,1312339.65,,,,,,,,
AUS,ITA,2008,1420528.572,,,,,,,,
AUS,ITA,2009,794614.076,,,,,,,,
AUS,ITA,2010,1043268.882,,,,,,,,
AUS,ITA,2011,1299755.761,,,,,,,,
AUS,ITA,2012,861041.43,,,,,,,,
AUS,ITA,2013,666176.798,,,,,,,,
AUS,ITA,2014,579306.623,,,,,,,,
AUS,ITA,2015,542718.646,,,,,,,,
AUS,ITA,2016,517879.027,,,,,,,,
AUS,JPN,2000,12600200.04,,,,,,,,
AUS,JPN,2001,12255376.78,,,,,,,,
AUS,JPN,2002,12064745.59,,,,,,,,
AUS,JPN,2003,12820286.55,,,,,,,,
AUS,JPN,2004,16314188.93,,,,,,,,
AUS,JPN,2005,21703963.59,,,,,,,,
AUS,JPN,2006,24446819.84,,,,,,,,
AUS,JPN,2007,26801195.52,,,,,,,,
AUS,JPN,2008,42731584.69,,,,,,,,
AUS,JPN,2009,30014166.31,,,,,,,,
AUS,JPN,2010,40088026.97,,,,,,,,
AUS,JPN,2011,52088075.6,,,,,,,,
AUS,JPN,2012,49680326.91,,,,,,,,
AUS,JPN,2013,31251833.52,,,,,,,,
AUS,JPN,2014,43135786.66,,,,,,,,
AUS,JPN,2015,29826962.03,,,,,,,,
AUS,JPN,2016,26344514.68,,,,,,,,
AUS,KOR,2000,5230432.979,,,,,,,,
AUS,KOR,2001,4925112.283,,,,,,,,
AUS,KOR,2002,5431902.055,,,,,,,,
AUS,KOR,2003,5267085.798,,,,,,,,
AUS,KOR,2004,6740744.374,,,,,,,,
AUS,KOR,2005,8359626.573,,,,,,,,
AUS,KOR,2006,9310297.479,,,,,,,,
AUS,KOR,2007,11306984.93,,,,,,,,
AUS,KOR,2008,15485801.53,,,,,,,,
AUS,KOR,2009,12281988.99,,,,,,,,
AUS,KOR,2010,18829447.71,,,,,,,,
AUS,KOR,2011,24008837.1,,,,,,,,
AUS,KOR,2012,20540980.53,,,,,,,,
AUS,KOR,2013,17710695.42,,,,,,,,
AUS,KOR,2014,17891713.8,,,,,,,,
AUS,KOR,2015,13299325.02,,,,,,,,
AUS,KOR,2016,12770223.38,,,,,,,,
AUS,MYS,2000,1366546.748,,,,,,,,
AUS,MYS,2001,1339129.678,,,,,,,,
AUS,MYS,2002,1247858.904,,,,,,,,
AUS,MYS,2003,1354816.243,,,,,,,,
AUS,MYS,2004,1784668.139,,,,,,,,
AUS,MYS,2005,1917088.198,,,,,,,,
AUS,MYS,2006,2135958.282,,,,,,,,
AUS,MYS,2007,2644931.363,,,,,,,,
AUS,MYS,2008,3361561.022,,,,,,,,
AUS,MYS,2009,2457131.013,,,,,,,,
AUS,MYS,2010,3347100.138,,,,,,,,
AUS,MYS,2011,4638582.871,,,,,,,,
AUS,MYS,2012,5256062.099,,,,,,,,
AUS,MYS,2013,4457749.708,,,,,,,,
AUS,MYS,2014,5431981.957,,,,,,,,
AUS,MYS,2015,3424096.412,,,,,,,,
AUS,MYS,2016,3504835.402,,,,,,,,
AUS,MEX,2000,196027.959,,,,,,,,
AUS,MEX,2001,209254.374,,,,,,,,
AUS,MEX,2002,238370.465,,,,,,,,
AUS,MEX,2003,294813.562,,,,,,,,
AUS,MEX,2004,313891.568,,,,,,,,
AUS,MEX,2005,637343.04,,,,,,,,
AUS,MEX,2006,637841.488,,,,,,,,
AUS,MEX,2007,558407.684,,,,,,,,
AUS,MEX,2008,565335.99,,,,,,,,
AUS,MEX,2009,654620.804,,,,,,,,
AUS,MEX,2010,669226.587,,,,,,,,
AUS,MEX,2011,1162814.531,,,,,,,,
AUS,MEX,2012,909798.988,,,,,,,,
AUS,MEX,2013,350062.825,,,,,,,,
AUS,MEX,2014,458315.907,,,,,,,,
AUS,MEX,2015,406141.819,,,,,,,,
AUS,MEX,2016,346186.173,,,,,,,,
AUS,NLD,2000,1029633.82,,,,,,,,
AUS,NLD,2001,850199.143,,,,,,,,
AUS,NLD,2002,767795.171,,,,,,,,
AUS,NLD,2003,869890.987,,,,,,,,
AUS,NLD,2004,1130542.108,,,,,,,,
AUS,NLD,2005,1661409.817,,,,,,,,
AUS,NLD,2006,2130185.982,,,,,,,,
AUS,NLD,2007,2332503.846,,,,,,,,
AUS,NLD,2008,3051366.203,,,,,,,,
AUS,NLD,2009,1581782.084,,,,,,,,
AUS,NLD,2010,2406308.937,,,,,,,,
AUS,NLD,2011,3602113.944,,,,,,,,
AUS,NLD,2012,3002512.403,,,,,,,,
AUS,NLD,2013,2003504.837,,,,,,,,
AUS,NLD,2014,1787465.424,,,,,,,,
AUS,NLD,2015,1724156.293,,,,,,,,
AUS,NLD,2016,1772079.428,,,,,,,,
AUS,NGA,2000,10639.447,,,,,,,,
AUS,NGA,2001,21176.016,,,,,,,,
AUS,NGA,2002,22044.039,,,,,,,,
AUS,NGA,2003,20519.782,,,,,,,,
AUS,NGA,2004,21278.183,,,,,,,,
AUS,NGA,2005,21610.254,,,,,,,,
AUS,NGA,2006,35300.122,,,,,,,,
AUS,NGA,2007,28779.857,,,,,,,,
AUS,NGA,2008,34738.091,,,,,,,,
AUS,NGA,2009,44427.647,,,,,,,,
AUS,NGA,2010,51494.547,,,,,,,,
AUS,NGA,2011,46539.086,,,,,,,,
AUS,NGA,2012,77634.542,,,,,,,,
AUS,NGA,2013,155079.934,,,,,,,,
AUS,NGA,2014,198002.244,,,,,,,,
AUS,NGA,2015,187506.897,,,,,,,,
AUS,NGA,2016,142140.347,,,,,,,,
AUS,PAK,2000,219494.387,,,,,,,,
AUS,PAK,2001,224085.089,,,,,,,,
AUS,PAK,2002,232578.193,,,,,,,,
AUS,PAK,2003,231608.12,,,,,,,,
AUS,PAK,2004,370854.683,,,,,,,,
AUS,PAK,2005,357912.138,,,,,,,,
AUS,PAK,2006,238690.494,,,,,,,,
AUS,PAK,2007,357771.819,,,,,,,,
AUS,PAK,2008,363392.246,,,,,,,,
AUS,PAK,2009,414351.073,,,,,,,,
AUS,PAK,2010,496888.954,,,,,,,,
AUS,PAK,2011,427498.3,,,,,,,,
AUS,PAK,2012,719765.002,,,,,,,,
AUS,PAK,2013,385068.6,,,,,,,,
AUS,PAK,2014,378729.171,,,,,,,,
AUS,PAK,2015,483013.947,,,,,,,,
AUS,PAK,2016,489914.47,,,,,,,,
AUS,RUS,2000,154554.389,,,,,,,,
AUS,RUS,2001,96210.509,,,,,,,,
AUS,RUS,2002,91859.438,,,,,,,,
AUS,RUS,2003,97207.938,,,,,,,,
AUS,RUS,2004,134253.261,,,,,,,,
AUS,RUS,2005,253953.498,,,,,,,,
AUS,RUS,2006,489836.927,,,,,,,,
AUS,RUS,2007,551421.35,,,,,,,,
AUS,RUS,2008,933774.255,,,,,,,,
AUS,RUS,2009,457469.316,,,,,,,,
AUS,RUS,2010,783506.778,,,,,,,,
AUS,RUS,2011,1012201.712,,,,,,,,
AUS,RUS,2012,822245.163,,,,,,,,
AUS,RUS,2013,470158.949,,,,,,,,
AUS,RUS,2014,476523.154,,,,,,,,
AUS,RUS,2015,397509.049,,,,,,,,
AUS,RUS,2016,334468.07,,,,,,,,
AUS,SAU,2000,917214.008,,,,,,,,
AUS,SAU,2001,1358747.692,,,,,,,,
AUS,SAU,2002,1290843.897,,,,,,,,
AUS,SAU,2003,1183439.43,,,,,,,,
AUS,SAU,2004,1464371.226,,,,,,,,
AUS,SAU,2005,1468734.517,,,,,,,,
AUS,SAU,2006,1656662.824,,,,,,,,
AUS,SAU,2007,1633787.899,,,,,,,,
AUS,SAU,2008,2099449.161,,,,,,,,
AUS,SAU,2009,1353945.827,,,,,,,,
AUS,SAU,2010,1438497.152,,,,,,,,
AUS,SAU,2011,1582069.482,,,,,,,,
AUS,SAU,2012,1792670.01,,,,,,,,
AUS,SAU,2013,1710594.196,,,,,,,,
AUS,SAU,2014,2029900.682,,,,,,,,
AUS,SAU,2015,1630676.198,,,,,,,,
AUS,SAU,2016,1197313.113,,,,,,,,
AUS,SGP,2000,3386434.62,,,,,,,,
AUS,SGP,2001,2764992.78,,,,,,,,
AUS,SGP,2002,2697271.282,,,,,,,,
AUS,SGP,2003,2283471.228,,,,,,,,
AUS,SGP,2004,2388142.966,,,,,,,,
AUS,SGP,2005,3020183.713,,,,,,,,
AUS,SGP,2006,3436779.65,,,,,,,,
AUS,SGP,2007,3416830.974,,,,,,,,
AUS,SGP,2008,5154094.662,,,,,,,,
AUS,SGP,2009,4202532.78,,,,,,,,
AUS,SGP,2010,4453662.064,,,,,,,,
AUS,SGP,2011,6580458.204,,,,,,,,
AUS,SGP,2012,7374403.923,,,,,,,,
AUS,SGP,2013,5227306.62,,,,,,,,
AUS,SGP,2014,7609098.937,,,,,,,,
AUS,SGP,2015,5092143.034,,,,,,,,
AUS,SGP,2016,4115666.556,,,,,,,,
AUS,ZAF,2000,729906.228,,,,,,,,
AUS,ZAF,2001,670871.503,,,,,,,,
AUS,ZAF,2002,705220.42,,,,,,,,
AUS,ZAF,2003,863126.37,,,,,,,,
AUS,ZAF,2004,1171866.387,,,,,,,,
AUS,ZAF,2005,1424562.703,,,,,,,,
AUS,ZAF,2006,1728216.512,,,,,,,,
AUS,ZAF,2007,2127386.315,,,,,,,,
AUS,ZAF,2008,2061442.35,,,,,,,,
AUS,ZAF,2009,1174910.56,,,,,,,,
AUS,ZAF,2010,1658274.563,,,,,,,,
AUS,ZAF,2011,1698518.276,,,,,,,,
AUS,ZAF,2012,1578619.626,,,,,,,,
AUS,ZAF,2013,740191.284,,,,,,,,
AUS,ZAF,2014,1070391.486,,,,,,,,
AUS,ZAF,2015,924449.412,,,,,,,,
AUS,ZAF,2016,726878.83,,,,,,,,
AUS,ESP,2000,412955.958,,,,,,,,
AUS,ESP,2001,436831.581,,,,,,,,
AUS,ESP,2002,375886.871,,,,,,,,
AUS,ESP,2003,436737.925,,,,,,,,
AUS,ESP,2004,502876.421,,,,,,,,
AUS,ESP,2005,755945.735,,,,,,,,
AUS,ESP,2006,866209.225,,,,,,,,
AUS,ESP,2007,847104.126,,,,,,,,
AUS,ESP,2008,736867.203,,,,,,,,
AUS,ESP,2009,305891.552,,,,,,,,
AUS,ESP,2010,653994.626,,,,,,,,
AUS,ESP,2011,931050.489,,,,,,,,
AUS,ESP,2012,647406.302,,,,,,,,
AUS,ESP,2013,363108.948,,,,,,,,
AUS,ESP,2014,512620.551,,,,,,,,
AUS,ESP,2015,427967.449,,,,,,,,
AUS,ESP,2016,385848.235,,,,,,,,
AUS,LKA,2000,167116.086,,,,,,,,
AUS,LKA,2001,178300.048,,,,,,,,
AUS,LKA,2002,163224.408,,,,,,,,
AUS,LKA,2003,106647.472,,,,,,,,
AUS,LKA,2004,158633.272,,,,,,,,
AUS,LKA,2005,136555.328,,,,,,,,
AUS,LKA,2006,122192.553,,,,,,,,
AUS,LKA,2007,116506.237,,,,,,,,
AUS,LKA,2008,185501.03,,,,,,,,
AUS,LKA,2009,142061.379,,,,,,,,
AUS,LKA,2010,187841.525,,,,,,,,
AUS,LKA,2011,252072.267,,,,,,,,
AUS,LKA,2012,212949.393,,,,,,,,
AUS,LKA,2013,190652.349,,,,,,,,
AUS,LKA,2014,216907.943,,,,,,,,
AUS,LKA,2015,240036.303,,,,,,,,
AUS,LKA,2016,161818.296,,,,,,,,
AUS,TUR,2000,170371.488,,,,,,,,
AUS,TUR,2001,156267.748,,,,,,,,
AUS,TUR,2002,163363.583,,,,,,,,
AUS,TUR,2003,174381.335,,,,,,,,
AUS,TUR,2004,219440.954,,,,,,,,
AUS,TUR,2005,263072.744,,,,,,,,
AUS,TUR,2006,318655.944,,,,,,,,
AUS,TUR,2007,483530.866,,,,,,,,
AUS,TUR,2008,842256.253,,,,,,,,
AUS,TUR,2009,238251.25,,,,,,,,
AUS,TUR,2010,421347.631,,,,,,,,
AUS,TUR,2011,580320.839,,,,,,,,
AUS,TUR,2012,668602.78,,,,,,,,
AUS,TUR,2013,883409.975,,,,,,,,
AUS,TUR,2014,447294.773,,,,,,,,
AUS,TUR,2015,354478.518,,,,,,,,
AUS,TUR,2016,402402.424,,,,,,,,
AUS,ARE,2000,583587.493,,,,,,,,
AUS,ARE,2001,655810.284,,,,,,,,
AUS,ARE,2002,695309.364,,,,,,,,
AUS,ARE,2003,728910.385,,,,,,,,
AUS,ARE,2004,946829.411,,,,,,,,
AUS,ARE,2005,937652.932,,,,,,,,
AUS,ARE,2006,1469901.466,,,,,,,,
AUS,ARE,2007,2581353.405,,,,,,,,
AUS,ARE,2008,3291432.558,,,,,,,,
AUS,ARE,2009,1650353.131,,,,,,,,
AUS,ARE,2010,1962169.502,,,,,,,,
AUS,ARE,2011,2302741.73,,,,,,,,
AUS,ARE,2012,2117926.699,,,,,,,,
AUS,ARE,2013,1667129.91,,,,,,,,
AUS,ARE,2014,2631453.364,,,,,,,,
AUS,ARE,2015,2516812.362,,,,,,,,
AUS,ARE,2016,2145495.439,,,,,,,,
AUS,GBR,2000,2168863.423,,,,,,,,
AUS,GBR,2001,2685676.574,,,,,,,,
AUS,GBR,2002,3051555.53,,,,,,,,
AUS,GBR,2003,4822894.899,,,,,,,,
AUS,GBR,2004,3713920.73,,,,,,,,
AUS,GBR,2005,3788420.958,,,,,,,,
AUS,GBR,2006,6114960.461,,,,,,,,
AUS,GBR,2007,5883782.705,,,,,,,,
AUS,GBR,2008,7844215.761,,,,,,,,
AUS,GBR,2009,7076845.041,,,,,,,,
AUS,GBR,2010,7638634.348,,,,,,,,
AUS,GBR,2011,7784568.744,,,,,,,,
AUS,GBR,2012,6930897.388,,,,,,,,
AUS,GBR,2013,3542184.249,,,,,,,,
AUS,GBR,2014,3312569.536,,,,,,,,
AUS,GBR,2015,2785303.586,,,,,,,,
AUS,GBR,2016,7504114.602,,,,,,,,
AUS,USA,2000,6343590.179,,,,,,,,
AUS,USA,2001,6170683.106,,,,,,,,
AUS,USA,2002,6308651.583,,,,,,,,
AUS,USA,2003,6158398.175,,,,,,,,
AUS,USA,2004,7009494.672,,,,,,,,
AUS,USA,2005,7069127.457,,,,,,,,
AUS,USA,2006,7583156.63,,,,,,,,
AUS,USA,2007,8417109.882,,,,,,,,
AUS,USA,2008,10184268.12,,,,,,,,
AUS,USA,2009,7467440.941,,,,,,,,
AUS,USA,2010,8430740.965,,,,,,,,
AUS,USA,2011,9844790.81,,,,,,,,
AUS,USA,2012,9515734.602,,,,,,,,
AUS,USA,2013,7603068.416,,,,,,,,
AUS,USA,2014,9943289.722,,,,,,,,
AUS,USA,2015,9977449.262,,,,,,,,
AUS,USA,2016,8761918.095,,,,,,,,
AUS,VNM,2000,264305.756,,,,,,,,
AUS,VNM,2001,258294.488,,,,,,,,
AUS,VNM,2002,272554.524,,,,,,,,
AUS,VNM,2003,276434.633,,,,,,,,
AUS,VNM,2004,491317.164,,,,,,,,
AUS,VNM,2005,509627.346,,,,,,,,
AUS,VNM,2006,1195356.674,,,,,,,,
AUS,VNM,2007,1189990.163,,,,,,,,
AUS,VNM,2008,1347628.235,,,,,,,,
AUS,VNM,2009,1087689.116,,,,,,,,
AUS,VNM,2010,1400160.366,,,,,,,,
AUS,VNM,2011,2111142.3,,,,,,,,
AUS,VNM,2012,1848743.755,,,,,,,,
AUS,VNM,2013,2027473.865,,,,,,,,
AUS,VNM,2014,2746189.081,,,,,,,,
AUS,VNM,2015,2610552.656,,,,,,,,
AUS,VNM,2016,2786239.881,,,,,,,,
BGD,AUS,2000,35415.634,,,,,,,,
BGD,AUS,2001,24398.276,,,,,,,,
BGD,AUS,2002,30646.233,,,,,,,,
BGD,AUS,2003,21777.639,,,,,,,,
BGD,AUS,2004,32661.688,,,,,,,,
BGD,AUS,2005,32426.18,,,,,,,,
BGD,AUS,2006,23349.161,,,,,,,,
BGD,AUS,2007,36491.89,,,,,,,,
BGD,AUS,2008,44334.722,,,,,,,,
BGD,AUS,2009,116004.491,,,,,,,,
BGD,AUS,2010,161166.284,,,,,,,,
BGD,AUS,2011,295051.314,,,,,,,,
BGD,AUS,2012,418624.063,,,,,,,,
BGD,AUS,2013,415314.4,,,,,,,,
BGD,AUS,2015,674564.088,,,,,,,,
BGD,BEL,2000,233297.902,,,,,,,,
BGD,BEL,2001,195348.435,,,,,,,,
BGD,BEL,2002,223874.92,,,,,,,,
BGD,BEL,2003,288279.566,,,,,,,,
BGD,BEL,2004,308876.028,,,,,,,,
BGD,BEL,2005,328703.771,,,,,,,,
BGD,BEL,2006,399904.328,,,,,,,,
BGD,BEL,2007,504175.18,,,,,,,,
BGD,BEL,2008,457214.428,,,,,,,,
BGD,BEL,2009,366339.977,,,,,,,,
BGD,BEL,2010,478452.197,,,,,,,,
BGD,BEL,2011,794293.762,,,,,,,,
BGD,BEL,2012,674625.611,,,,,,,,
BGD,BEL,2013,714054.161,,,,,,,,
BGD,BEL,2015,904453.613,,,,,,,,
BGD,BRA,2000,8989.677,,,,,,,,
BGD,BRA,2001,6338.769,,,,,,,,
BGD,BRA,2002,7246.654,,,,,,,,
BGD,BRA,2003,6496.911,,,,,,,,
BGD,BRA,2004,5652.192,,,,,,,,
BGD,BRA,2005,6132.897,,,,,,,,
BGD,BRA,2006,5987.745,,,,,,,,
BGD,BRA,2007,17752.085,,,,,,,,
BGD,BRA,2008,63118.77,,,,,,,,
BGD,BRA,2009,59312.56,,,,,,,,
BGD,BRA,2010,83527.515,,,,,,,,
BGD,BRA,2011,153506.084,,,,,,,,
BGD,BRA,2012,162198.726,,,,,,,,
BGD,BRA,2013,138912.349,,,,,,,,
BGD,BRA,2015,173467.969,,,,,,,,
BGD,CAN,2000,113285.387,,,,,,,,
BGD,CAN,2001,105033.948,,,,,,,,
BGD,CAN,2002,92636.939,,,,,,,,
BGD,CAN,2003,230019.84,,,,,,,,
BGD,CAN,2004,326596.046,,,,,,,,
BGD,CAN,2005,351788.772,,,,,,,,
BGD,CAN,2006,420659.726,,,,,,,,
BGD,CAN,2007,454770.248,,,,,,,,
BGD,CAN,2008,550841.767,,,,,,,,
BGD,CAN,2009,663152.319,,,,,,,,
BGD,CAN,2010,798705.757,,,,,,,,
BGD,CAN,2011,1024426.02,,,,,,,,
BGD,CAN,2012,1056961.969,,,,,,,,
BGD,CAN,2013,925308.638,,,,,,,,
BGD,CAN,2015,1062631.454,,,,,,,,
BGD,CHN,2000,13901.207,,,,,,,,
BGD,CHN,2001,10301.483,,,,,,,,
BGD,CHN,2002,23892.024,,,,,,,,
BGD,CHN,2003,25955.351,,,,,,,,
BGD,CHN,2004,57500.297,,,,,,,,
BGD,CHN,2005,65197.861,,,,,,,,
BGD,CHN,2006,776651.546,,,,,,,,
BGD,CHN,2007,222217.885,,,,,,,,
BGD,CHN,2008,92915.574,,,,,,,,
BGD,CHN,2009,118276.459,,,,,,,,
BGD,CHN,2010,259158.148,,,,,,,,
BGD,CHN,2011,382895.518,,,,,,,,
BGD,CHN,2012,431774.728,,,,,,,,
BGD,CHN,2013,485505.366,,,,,,,,
BGD,CHN,2015,715214.1,,,,,,,,
BGD,EGY,2000,5564.465,,,,,,,,
