Country (i),Country (j),Year,X (ij) in 1000 USD,GDP (i),GDP (j),Dist (ij),Lang (ij),Area (i),Area (j),Inflation (i),Inflation (j)
AUS,BGD,2000,186596.31,848733000000,67013463193,9022.997,0,7686848,143998,4.457435148,2.208256209
AUS,BGD,2001,181173.84,865140000000,70415929567,9022.997,0,7686848,143998,4.407135362,2.007173742
AUS,BGD,2002,175363.96,899772000000,73115059421,9022.997,0,7686848,143998,2.981574539,3.332564933
AUS,BGD,2003,146266.39,926637000000,76580396942,9022.997,0,7686848,143998,2.732595966,5.668707734
AUS,BGD,2004,198077.13,963712000000,80592852042,9022.997,0,7686848,143998,2.343255225,7.587536385
AUS,BGD,2005,179349.09,994458000000,85860356478,9022.997,0,7686848,143998,2.691831683,7.046618162
AUS,BGD,2006,138666.20,1022640000000,91588877879,9022.997,0,7686848,143998,3.555287737,6.765261171
AUS,BGD,2007,165242.41,1061270000000,98053769823,9022.997,0,7686848,143998,2.327611289,9.106984969
AUS,BGD,2008,215368.06,1100090000000,103951000000,9022.997,0,7686848,143998,4.35029855,8.901944895
AUS,BGD,2009,321319.1,1121240000000,109195000000,9022.997,0,7686848,143998,1.771117166,5.423472362
AUS,BGD,2010,535489.97,1144260000000,115279000000,9022.997,0,7686848,143998,2.918340027,8.126676392
AUS,BGD,2011,598029.37,1172310000000,122731000000,9022.997,0,7686848,143998,3.303850156,11.39516516
AUS,BGD,2012,506985.65,1217930000000,130735000000,9022.997,0,7686848,143998,1.762780156,6.217504221
AUS,BGD,2013,546530.88,1250080000000,138597000000,9022.997,0,7686848,143998,2.449888641,7.530406409
AUS,BGD,2014,494882.9,1282060000000,146997000000,9022.997,0,7686848,143998,2.487922705,6.991638892
AUS,BGD,2015,520293.25,1312200000000,156630000000,9022.997,0,7686848,143998,1.508366722,6.19428023
AUS,BGD,2016,616109.8,1349300000000,167771000000,9022.997,0,7686848,143998,1.276990945,5.513525727
AUS,BEL,2000,585323.10,848733000000,411797000000,16734.73,0,7686848,33114,4.457435148,2.544517762
AUS,BEL,2001,467858.62,865140000000,415139000000,16734.73,0,7686848,33114,4.407135362,2.469258231
AUS,BEL,2002,515864.22,899772000000,422530000000,16734.73,0,7686848,33114,2.981574539,1.645214362
AUS,BEL,2003,451818.89,926637000000,425803000000,16734.73,0,7686848,33114,2.732595966,1.588964
AUS,BEL,2004,544434.87,963712000000,441280000000,16734.73,0,7686848,33114,2.343255225,2.097283112
AUS,BEL,2005,761227.99,994458000000,450521000000,16734.73,0,7686848,33114,2.691831683,2.781432637
AUS,BEL,2006,828494.97,1022640000000,461812000000,16734.73,0,7686848,33114,3.555287737,1.791207701
AUS,BEL,2007,1233016.88,1061270000000,477740000000,16734.73,0,7686848,33114,2.327611289,1.8230563
AUS,BEL,2008,1276103.69,1100090000000,481481000000,16734.73,0,7686848,33114,4.35029855,4.489444205
AUS,BEL,2009,653001.86,1121240000000,470633000000,16734.73,0,7686848,33114,1.771117166,-0.053145674
AUS,BEL,2010,1158188.98,1144260000000,483548000000,16734.73,0,7686848,33114,2.918340027,2.189299204
AUS,BEL,2011,1471193.56,1172310000000,492244000000,16734.73,0,7686848,33114,3.303850156,3.532082107
AUS,BEL,2012,1724420.1,1217930000000,493399000000,16734.73,0,7686848,33114,1.762780156,2.839663434
AUS,BEL,2013,1031543.91,1250080000000,494389000000,16734.73,0,7686848,33114,2.449888641,1.11309594
AUS,BEL,2014,947268.47,1282060000000,500592000000,16734.73,0,7686848,33114,2.487922705,0.340002833
AUS,BEL,2015,904710.37,1312200000000,509186000000,16734.73,0,7686848,33114,1.508366722,0.561429153
AUS,BEL,2016,709452.47,1349300000000,516766000000,16734.73,0,7686848,33114,1.276990945,1.973852647
AUS,BRA,2000,330264.55,848733000000,1538710000000,14070.8,0,7686848,8511920,4.457435148,7.044141059
AUS,BRA,2001,244917.85,865140000000,1560090000000,14070.8,0,7686848,8511920,4.407135362,6.840359025
AUS,BRA,2002,218260.56,899772000000,1607730000000,14070.8,0,7686848,8511920,2.981574539,8.450164377
AUS,BRA,2003,301490.18,926637000000,1626070000000,14070.8,0,7686848,8511920,2.732595966,14.71491972
AUS,BRA,2004,412225.82,963712000000,1719730000000,14070.8,0,7686848,8511920,2.343255225,6.5971851
AUS,BRA,2005,657185.25,994458000000,1774800000000,14070.8,0,7686848,8511920,2.691831683,6.869537209
AUS,BRA,2006,672161.26,1022640000000,1845120000000,14070.8,0,7686848,8511920,3.555287737,4.183568129
AUS,BRA,2007,729226.15,1061270000000,1957110000000,14070.8,0,7686848,8511920,2.327611289,3.641272991
AUS,BRA,2008,1331244.00,1100090000000,2056810000000,14070.8,0,7686848,8511920,4.35029855,5.678593903
AUS,BRA,2009,723462.71,1121240000000,2054220000000,14070.8,0,7686848,8511920,1.771117166,4.888034799
AUS,BRA,2010,1444623.21,1144260000000,2208870000000,14070.8,0,7686848,8511920,2.918340027,5.038726901
AUS,BRA,2011,1437269.66,1172310000000,2296660000000,14070.8,0,7686848,8511920,3.303850156,6.636369353
AUS,BRA,2012,1024866.97,1217930000000,2340780000000,14070.8,0,7686848,8511920,1.762780156,5.403553391
AUS,BRA,2013,689902.9,1250080000000,2411120000000,14070.8,0,7686848,8511920,2.449888641,6.204335948
AUS,BRA,2014,939393.6,1282060000000,2423270000000,14070.8,0,7686848,8511920,2.487922705,6.329152227
AUS,BRA,2015,857901.40,1312200000000,2337350000000,14070.8,0,7686848,8511920,1.508366722,9.029807186
AUS,BRA,2016,747987.7,1349300000000,2260090000000,14070.8,0,7686848,8511920,1.276990945,8.7391283
AUS,CAN,2000,837568.41,848733000000,1342740000000,16123,1,7686848,9976139,4.457435148,2.719439957
AUS,CAN,2001,938178.41,865140000000,1366510000000,16123,1,7686848,9976139,4.407135362,2.52512014
AUS,CAN,2002,1019244.06,899772000000,1407650000000,16123,1,7686848,9976139,2.981574539,2.258394409
AUS,CAN,2003,1133958.74,926637000000,1433020000000,16123,1,7686848,9976139,2.732595966,2.758563214
AUS,CAN,2004,1443079.98,963712000000,1477240000000,16123,1,7686848,9976139,2.343255225,1.857258719
AUS,CAN,2005,1364331.41,994458000000,1524530000000,16123,1,7686848,9976139,2.691831683,2.213552034
AUS,CAN,2006,1265176.8,1022640000000,1564530000000,16123,1,7686848,9976139,3.555287737,2.002025395
AUS,CAN,2007,1503216.95,1061270000000,1596800000000,16123,1,7686848,9976139,2.327611289,2.138383993
AUS,CAN,2008,1294341.30,1100090000000,1612770000000,16123,1,7686848,9976139,4.35029855,2.370270674
AUS,CAN,2009,1124964.43,1121240000000,1565200000000,16123,1,7686848,9976139,1.771117166,0.299466803
AUS,CAN,2010,1151780.25,1144260000000,1613460000000,16123,1,7686848,9976139,2.918340027,1.776871541
AUS,CAN,2011,1556555.98,1172310000000,1664150000000,16123,1,7686848,9976139,3.303850156,2.912135089
AUS,CAN,2012,1725616.50,1217930000000,1693190000000,16123,1,7686848,9976139,1.762780156,1.515678231
AUS,CAN,2013,1044368.95,1250080000000,1735100000000,16123,1,7686848,9976139,2.449888641,0.938291898
AUS,CAN,2014,1106908.44,1282060000000,1784650000000,16123,1,7686848,9976139,2.487922705,1.906635907
AUS,CAN,2015,1161530.52,1312200000000,1802510000000,16123,1,7686848,9976139,1.508366722,1.125241361
AUS,CAN,2016,1315148.04,1349300000000,1828000000000,16123,1,7686848,9976139,1.276990945,1.428759547
AUS,CHN,2000,3474454.8,848733000000,2237080000000,9018.307,0,7686848,9572378,4.457435148,0.347806257
AUS,CHN,2001,3917959.22,865140000000,2423650000000,9018.307,0,7686848,9572378,4.407135362,0.719132437
AUS,CHN,2002,4557230.82,899772000000,2644950000000,9018.307,0,7686848,9572378,2.981574539,-0.7319755
AUS,CHN,2003,5922090.73,926637000000,2910380000000,9018.307,0,7686848,9572378,2.732595966,1.127601961
AUS,CHN,2004,8094988.08,963712000000,3204660000000,9018.307,0,7686848,9572378,2.343255225,3.824637624
AUS,CHN,2005,12302482.0,994458000000,3569850000000,9018.307,0,7686848,9572378,2.691831683,1.776416168
AUS,CHN,2006,15356473.0,1022640000000,4023920000000,9018.307,0,7686848,9572378,3.555287737,1.649433101
AUS,CHN,2007,19967513.8,1061270000000,4596580000000,9018.307,0,7686848,9572378,2.327611289,4.816765313
AUS,CHN,2008,27225181.9,1100090000000,5040350000000,9018.307,0,7686848,9572378,4.35029855,5.925255289
AUS,CHN,2009,33389244.4,1121240000000,5514130000000,9018.307,0,7686848,9572378,1.771117166,-0.728171334
AUS,CHN,2010,53740402.5,1144260000000,6100620000000,9018.307,0,7686848,9572378,2.918340027,3.175327981
AUS,CHN,2011,73804136.7,1172310000000,6682400000000,9018.307,0,7686848,9572378,3.303850156,5.553897059
AUS,CHN,2012,75836312.2,1217930000000,7207390000000,9018.307,0,7686848,9572378,1.762780156,2.619526165
AUS,CHN,2013,87311419.3,1250080000000,7766510000000,9018.307,0,7686848,9572378,2.449888641,2.621049027
AUS,CHN,2014,81413612.5,1282060000000,8333290000000,9018.307,0,7686848,9572378,2.487922705,1.921643416
AUS,CHN,2015,61012456.2,1312200000000,8908300000000,9018.307,0,7686848,9572378,1.508366722,1.437024514
AUS,CHN,2016,59992749.5,1349300000000,9505160000000,9018.307,0,7686848,9572378,1.276990945,2
AUS,EGY,2000,320588.04,848733000000,136353000000,14279.4,0,7686848,1001449,4.457435148,2.683805353
AUS,EGY,2001,382384.62,865140000000,141174000000,14279.4,0,7686848,1001449,4.407135362,2.269757205
AUS,EGY,2002,363169.35,899772000000,144548000000,14279.4,0,7686848,1001449,2.981574539,2.73723855
AUS,EGY,2003,153230.5,926637000000,149164000000,14279.4,0,7686848,1001449,2.732595966,4.507776363
AUS,EGY,2004,474661.13,963712000000,155268000000,14279.4,0,7686848,1001449,2.343255225,11.27061933
AUS,EGY,2005,269579.54,994458000000,162211000000,14279.4,0,7686848,1001449,2.691831683,4.869396969
AUS,EGY,2006,314326.75,1022640000000,173312000000,14279.4,0,7686848,1001449,3.555287737,7.644526445
AUS,EGY,2007,295675.57,1061270000000,185597000000,14279.4,0,7686848,1001449,2.327611289,9.318969058
AUS,EGY,2008,302451.07,1100090000000,198878000000,14279.4,0,7686848,1001449,4.35029855,18.31683168
AUS,EGY,2009,340497.14,1121240000000,208173000000,14279.4,0,7686848,1001449,1.771117166,11.76349544
AUS,EGY,2010,458427.86,1144260000000,218888000000,14279.4,0,7686848,1001449,2.918340027,11.26518827
AUS,EGY,2011,579841.5,1172310000000,222751000000,14279.4,0,7686848,1001449,3.303850156,10.0539169
AUS,EGY,2012,530257.34,1217930000000,227710000000,14279.4,0,7686848,1001449,1.762780156,7.11815562
AUS,EGY,2013,426428.45,1250080000000,232686000000,14279.4,0,7686848,1001449,2.449888641,9.42157654
AUS,EGY,2014,427511.02,1282060000000,239471000000,14279.4,0,7686848,1001449,2.487922705,10.1445712
AUS,EGY,2015,401930.44,1312200000000,249941000000,14279.4,0,7686848,1001449,1.508366722,10.36206974
AUS,EGY,2016,308909.46,1349300000000,260805000000,14279.4,0,7686848,1001449,1.276990945,13.80966828
AUS,FRA,2000,534397.25,848733000000,2342740000000,16938.09,0,7686848,547026,4.457435148,1.675959887
AUS,FRA,2001,625573.87,865140000000,2388520000000,16938.09,0,7686848,547026,4.407135362,1.634780795
AUS,FRA,2002,780390.53,899772000000,2415240000000,16938.09,0,7686848,547026,2.981574539,1.923412287
AUS,FRA,2003,741771.72,926637000000,2435030000000,16938.09,0,7686848,547026,2.732595966,2.098472191
AUS,FRA,2004,760438.67,963712000000,2502880000000,16938.09,0,7686848,547026,2.343255225,2.142089646
AUS,FRA,2005,879807.80,994458000000,2543120000000,16938.09,0,7686848,547026,2.691831683,1.745869364
AUS,FRA,2006,956239.,1022640000000,2603520000000,16938.09,0,7686848,547026,3.555287737,1.675124496
AUS,FRA,2007,1207641.70,1061270000000,2665000000000,16938.09,0,7686848,547026,2.327611289,1.48799806
AUS,FRA,2008,1478794.42,1100090000000,2670210000000,16938.09,0,7686848,547026,4.35029855,2.812861949
AUS,FRA,2009,968149.38,1121240000000,2591670000000,16938.09,0,7686848,547026,1.771117166,0.087620478
AUS,FRA,2010,1103683.41,1144260000000,2642610000000,16938.09,0,7686848,547026,2.918340027,1.531122704
AUS,FRA,2011,1265014.28,1172310000000,2700550000000,16938.09,0,7686848,547026,3.303850156,2.111597952
AUS,FRA,2012,1122201.80,1217930000000,2709010000000,16938.09,0,7686848,547026,1.762780156,1.954195316
AUS,FRA,2013,1162597.34,1250080000000,2724620000000,16938.09,0,7686848,547026,2.449888641,0.863715498
AUS,FRA,2014,1033184.85,1282060000000,2750680000000,16938.09,0,7686848,547026,2.487922705,0.507758823
AUS,FRA,2015,856868.6,1312200000000,2781290000000,16938.09,0,7686848,547026,1.508366722,0.037514381
AUS,FRA,2016,881248.88,1349300000000,2813860000000,16938.09,0,7686848,547026,1.276990945,0.183334861
AUS,DEU,2000,751902.75,848733000000,3123910000000,16082.09,0,7686848,357325,4.457435148,1.440268187
AUS,DEU,2001,752961.73,865140000000,3176870000000,16082.09,0,7686848,357325,4.407135362,1.983856936
AUS,DEU,2002,867382.26,899772000000,3176870000000,16082.09,0,7686848,357325,2.981574539,1.420805605
AUS,DEU,2003,831655.30,926637000000,3154320000000,16082.09,0,7686848,357325,2.732595966,1.034227766
AUS,DEU,2004,966023.16,963712000000,3191220000000,16082.09,0,7686848,357325,2.343255225,1.665733409
AUS,DEU,2005,1031911.61,994458000000,3213780000000,16082.09,0,7686848,357325,2.691831683,1.546909652
AUS,DEU,2006,1037151.57,1022640000000,3332690000000,16082.09,0,7686848,357325,3.555287737,1.577428259
AUS,DEU,2007,1126056.37,1061270000000,3441360000000,16082.09,0,7686848,357325,2.327611289,2.298341797
AUS,DEU,2008,1547095.7,1100090000000,3478600000000,16082.09,0,7686848,357325,4.35029855,2.628381749
AUS,DEU,2009,1032357.98,1121240000000,3283140000000,16082.09,0,7686848,357325,1.771117166,0.31273763
AUS,DEU,2010,1429329.68,1144260000000,3417090000000,16082.09,0,7686848,357325,2.918340027,1.103809161
AUS,DEU,2011,1960247.1,1172310000000,3542160000000,16082.09,0,7686848,357325,3.303850156,2.075174525
AUS,DEU,2012,1678364.46,1217930000000,3559590000000,16082.09,0,7686848,357325,1.762780156,2.008490922
AUS,DEU,2013,1374827.82,1250080000000,3577010000000,16082.09,0,7686848,357325,2.449888641,1.50472098
AUS,DEU,2014,1225253.71,1282060000000,3654920000000,16082.09,0,7686848,357325,2.487922705,0.906797949
AUS,DEU,2015,1120757.,1312200000000,3718480000000,16082.09,0,7686848,357325,1.508366722,0.51442054
AUS,DEU,2016,1332603.52,1349300000000,3801860000000,16082.09,0,7686848,357325,1.276990945,0.491748625
AUS,HKG,2000,2063754.14,848733000000,153401000000,7393.697,1,7686848,1092,4.457435148,-3.685503686
AUS,HKG,2001,2162921.24,865140000000,154261000000,7393.697,1,7686848,1092,4.407135362,-1.658163265
AUS,HKG,2002,1927438.07,899772000000,156817000000,7393.697,1,7686848,1092,2.981574539,-2.983138781
AUS,HKG,2003,1870991.07,926637000000,161610000000,7393.697,1,7686848,1092,2.732595966,-2.673796791
AUS,HKG,2004,2001657.78,963712000000,175670000000,7393.697,1,7686848,1092,2.343255225,-0.274725275
AUS,HKG,2005,2034920.0,994458000000,188649000000,7393.697,1,7686848,1092,2.691831683,0.826446281
AUS,HKG,2006,2366142.3,1022640000000,201916000000,7393.697,1,7686848,1092,3.555287737,2.01411015
AUS,HKG,2007,2347973.21,1061270000000,214969000000,7393.697,1,7686848,1092,2.327611289,2.030117122
AUS,HKG,2008,2528200.75,1100090000000,219544000000,7393.697,1,7686848,1092,4.35029855,4.296490653
AUS,HKG,2009,2256754.05,1121240000000,214145000000,7393.697,1,7686848,1092,1.771117166,0.576519916
AUS,HKG,2010,2893507.16,1144260000000,228638000000,7393.697,1,7686848,1092,2.918340027,2.313705055
AUS,HKG,2011,3086335.23,1172310000000,239646000000,7393.697,1,7686848,1092,3.303850156,5.276561068
AUS,HKG,2012,2650744.78,1217930000000,243721000000,7393.697,1,7686848,1092,1.762780156,4.063860668
AUS,HKG,2013,2466223.39,1250080000000,251280000000,7393.697,1,7686848,1092,2.449888641,4.323570432
AUS,HKG,2014,2544694.16,1282060000000,258221000000,7393.697,1,7686848,1092,2.487922705,4.438502674
AUS,HKG,2015,2429770.07,1312200000000,264387000000,7393.697,1,7686848,1092,1.508366722,2.995391705
AUS,HKG,2016,7207580.83,1349300000000,270105000000,7393.697,1,7686848,1092,1.276990945,2.411135968
AUS,IND,2000,1059580.69,848733000000,873357000000,10363.85,1,7686848,3287590,4.457435148,4.00943591
AUS,IND,2001,1252743.19,865140000000,915488000000,10363.85,1,7686848,3287590,4.407135362,3.779293122
AUS,IND,2002,1350323.48,899772000000,950313000000,10363.85,1,7686848,3287590,2.981574539,4.297152039
AUS,IND,2003,2175138.,926637000000,1025010000000,10363.85,1,7686848,3287590,2.732595966,3.805858995
AUS,IND,2004,3991108.47,963712000000,1106220000000,10363.85,1,7686848,3287590,2.343255225,3.767251735
AUS,IND,2005,5322623.41,994458000000,1193870000000,10363.85,1,7686848,3287590,2.691831683,4.24634362
AUS,IND,2006,6644789.45,1022640000000,1290110000000,10363.85,1,7686848,3287590,3.555287737,5.796523376
AUS,IND,2007,7802194.62,1061270000000,1388940000000,10363.85,1,7686848,3287590,2.327611289,6.372881356
AUS,IND,2008,11379978.1,1100090000000,1431810000000,10363.85,1,7686848,3287590,4.35029855,8.349267049
AUS,IND,2009,11363671.4,1121240000000,1544380000000,10363.85,1,7686848,3287590,1.771117166,10.88235294
AUS,IND,2010,15109408.3,1144260000000,1675620000000,10363.85,1,7686848,3287590,2.918340027,11.98938992
AUS,IND,2011,15750320.8,1172310000000,1763440000000,10363.85,1,7686848,3287590,3.303850156,8.858360966
AUS,IND,2012,12611729.6,1217930000000,1859660000000,10363.85,1,7686848,3287590,1.762780156,9.312445605
AUS,IND,2013,8453697.58,1250080000000,1978420000000,10363.85,1,7686848,3287590,2.449888641,10.90764331
AUS,IND,2014,7995340.12,1282060000000,2125020000000,10363.85,1,7686848,3287590,2.487922705,6.353194544
AUS,IND,2015,7946612.86,1312200000000,2294950000000,10363.85,1,7686848,3287590,1.508366722,5.872426595
AUS,IND,2016,7919027.85,1349300000000,2482430000000,10363.85,1,7686848,3287590,1.276990945,4.941026458
AUS,ITA,2000,1065873.30,848733000000,2060210000000,16232.27,0,7686848,301323,4.457435148,2.537685321
AUS,ITA,2001,1139224.52,865140000000,2096720000000,16232.27,0,7686848,301323,4.407135362,2.785165427
AUS,ITA,2002,1111941.11,899772000000,2101930000000,16232.27,0,7686848,301323,2.981574539,2.465323192
AUS,ITA,2003,1034210.7,926637000000,2105110000000,16232.27,0,7686848,301323,2.732595966,2.672555528
AUS,ITA,2004,1036853.55,963712000000,2138410000000,16232.27,0,7686848,301323,2.343255225,2.206736614
AUS,ITA,2005,1145249.83,994458000000,2158720000000,16232.27,0,7686848,301323,2.691831683,1.985292985
AUS,ITA,2006,1371693.61,1022640000000,2202040000000,16232.27,0,7686848,301323,3.555287737,2.09084391
AUS,ITA,2007,1312339.6,1061270000000,2234490000000,16232.27,0,7686848,301323,2.327611289,1.829741122
AUS,ITA,2008,1420528.57,1100090000000,2211020000000,16232.27,0,7686848,301323,4.35029855,3.347832584
AUS,ITA,2009,794614.07,1121240000000,2089810000000,16232.27,0,7686848,301323,1.771117166,0.774768131
AUS,ITA,2010,1043268.88,1144260000000,2125060000000,16232.27,0,7686848,301323,2.918340027,1.525516021
AUS,ITA,2011,1299755.76,1172310000000,2137310000000,16232.27,0,7686848,301323,3.303850156,2.780632729
AUS,ITA,2012,861041.4,1217930000000,2077060000000,16232.27,0,7686848,301323,1.762780156,3.041363332
AUS,ITA,2013,666176.79,1250080000000,2041170000000,16232.27,0,7686848,301323,2.449888641,1.219993423
AUS,ITA,2014,579306.62,1282060000000,2043490000000,16232.27,0,7686848,301323,2.487922705,0.24104743
AUS,ITA,2015,542718.64,1312200000000,2062370000000,16232.27,0,7686848,301323,1.508366722,0.0387904
AUS,ITA,2016,517879.02,1349300000000,2085990000000,16232.27,0,7686848,301323,1.276990945,-0.094016657
AUS,JPN,2000,12600200.0,848733000000,5348940000000,7958.28,0,7686848,377801,4.457435148,-0.676578684
AUS,JPN,2001,12255376.7,865140000000,5370670000000,7958.28,0,7686848,377801,4.407135362,-0.740055504
AUS,JPN,2002,12064745.5,899772000000,5377010000000,7958.28,0,7686848,377801,2.981574539,-0.923494027
AUS,JPN,2003,12820286.5,926637000000,5459180000000,7958.28,0,7686848,377801,2.732595966,-0.256541816
AUS,JPN,2004,16314188.9,963712000000,5579540000000,7958.28,0,7686848,377801,2.343255225,-0.008573388
AUS,JPN,2005,21703963.5,994458000000,5672310000000,7958.28,0,7686848,377801,2.691831683,-0.282946069
AUS,JPN,2006,24446819.8,1022640000000,5752850000000,7958.28,0,7686848,377801,3.555287737,0.249355116
AUS,JPN,2007,26801195.5,1061270000000,5848020000000,7958.28,0,7686848,377801,2.327611289,0.060039454
AUS,JPN,2008,42731584.6,1100090000000,5784070000000,7958.28,0,7686848,377801,4.35029855,1.380078862
AUS,JPN,2009,30014166.3,1121240000000,5470780000000,7958.28,0,7686848,377801,1.771117166,-1.35283673
AUS,JPN,2010,40088026.9,1144260000000,5700100000000,7958.28,0,7686848,377801,2.918340027,-0.719979429
AUS,JPN,2011,52088075.,1172310000000,5693520000000,7958.28,0,7686848,377801,3.303850156,-0.267633601
AUS,JPN,2012,49680326.9,1217930000000,5778640000000,7958.28,0,7686848,377801,1.762780156,-0.051939058
AUS,JPN,2013,31251833.5,1250080000000,5894230000000,7958.28,0,7686848,377801,2.449888641,0.346440326
AUS,JPN,2014,43135786.6,1282060000000,5916320000000,7958.28,0,7686848,377801,2.487922705,2.761954083
AUS,JPN,2015,29826962.0,1312200000000,5996410000000,7958.28,0,7686848,377801,1.508366722,0.78951789
AUS,JPN,2016,26344514.6,1349300000000,6052670000000,7958.28,0,7686848,377801,1.276990945,-0.116666667
AUS,KOR,2000,5230432.97,848733000000,710035000000,8418.786,0,7686848,99484,4.457435148,2.259184779
AUS,KOR,2001,4925112.28,865140000000,742166000000,8418.786,0,7686848,99484,4.407135362,4.066419648
AUS,KOR,2002,5431902.05,899772000000,797327000000,8418.786,0,7686848,99484,2.981574539,2.762511352
AUS,KOR,2003,5267085.79,926637000000,820715000000,8418.786,0,7686848,99484,2.732595966,3.514879242
AUS,KOR,2004,6740744.37,963712000000,860928000000,8418.786,0,7686848,99484,2.343255225,3.590591391
AUS,KOR,2005,8359626.57,994458000000,894708000000,8418.786,0,7686848,99484,2.691831683,2.754090201
AUS,KOR,2006,9310297.47,1022640000000,941020000000,8418.786,0,7686848,99484,3.555287737,2.241847104
AUS,KOR,2007,11306984.9,1061270000000,992432000000,8418.786,0,7686848,99484,2.327611289,2.534846871
AUS,KOR,2008,15485801.5,1100090000000,1020510000000,8418.786,0,7686848,99484,4.35029855,4.673795957
AUS,KOR,2009,12281988.9,1121240000000,1027730000000,8418.786,0,7686848,99484,1.771117166,2.756686477
AUS,KOR,2010,18829447.7,1144260000000,1094500000000,8418.786,0,7686848,99484,2.918340027,2.939181359
AUS,KOR,2011,24008837.,1172310000000,1134800000000,8418.786,0,7686848,99484,3.303850156,4.02584625
AUS,KOR,2012,20540980.5,1217930000000,1160810000000,8418.786,0,7686848,99484,1.762780156,2.187221208
AUS,KOR,2013,17710695.4,1250080000000,1194430000000,8418.786,0,7686848,99484,2.449888641,1.301377058
AUS,KOR,2014,17891713.,1282060000000,1234340000000,8418.786,0,7686848,99484,2.487922705,1.274714702
AUS,KOR,2015,13299325.0,1312200000000,1268780000000,8418.786,0,7686848,99484,1.508366722,0.70620817
AUS,KOR,2016,12770223.3,1349300000000,1305950000000,8418.786,0,7686848,99484,1.276990945,0.971674764
AUS,MYS,2000,1366546.74,848733000000,162523000000,6532.159,0,7686848,329758,4.457435148,1.534740237
AUS,MYS,2001,1339129.67,865140000000,163364000000,6532.159,0,7686848,329758,4.407135362,1.416784732
AUS,MYS,2002,1247858.90,899772000000,172171000000,6532.159,0,7686848,329758,2.981574539,1.807872463
AUS,MYS,2003,1354816.24,926637000000,182138000000,6532.159,0,7686848,329758,2.732595966,1.089676326
AUS,MYS,2004,1784668.13,963712000000,194493000000,6532.159,0,7686848,329758,2.343255225,1.421271159
AUS,MYS,2005,1917088.19,994458000000,204863000000,6532.159,0,7686848,329758,2.691831683,2.975070927
AUS,MYS,2006,2135958.28,1022640000000,216305000000,6532.159,0,7686848,329758,3.555287737,3.609235642
AUS,MYS,2007,2644931.36,1061270000000,229929000000,6532.159,0,7686848,329758,2.327611289,2.027353178
AUS,MYS,2008,3361561.02,1100090000000,241039000000,6532.159,0,7686848,329758,4.35029855,5.440782211
AUS,MYS,2009,2457131.01,1121240000000,237391000000,6532.159,0,7686848,329758,1.771117166,0.583308406
AUS,MYS,2010,3347100.13,1144260000000,255017000000,6532.159,0,7686848,329758,2.918340027,1.622852356
AUS,MYS,2011,4638582.87,1172310000000,268517000000,6532.159,0,7686848,329758,3.303850156,3.174470922
AUS,MYS,2012,5256062.09,1217930000000,283214000000,6532.159,0,7686848,329758,1.762780156,1.663571025
AUS,MYS,2013,4457749.70,1250080000000,296507000000,6532.159,0,7686848,329758,2.449888641,2.105012312
AUS,MYS,2014,5431981.95,1282060000000,314318000000,6532.159,0,7686848,329758,2.487922705,3.142990509
AUS,MYS,2015,3424096.41,1312200000000,330321000000,6532.159,0,7686848,329758,1.508366722,2.104389802
AUS,MYS,2016,3504835.40,1349300000000,344272000000,6532.159,0,7686848,329758,1.276990945,2.090566595
AUS,MEX,2000,196027.95,848733000000,915216000000,13185.67,0,7686848,1967210,4.457435148,9.491561494
AUS,MEX,2001,209254.37,865140000000,911515000000,13185.67,0,7686848,1967210,4.407135362,6.367738062
AUS,MEX,2002,238370.46,899772000000,911152000000,13185.67,0,7686848,1967210,2.981574539,5.030727332
AUS,MEX,2003,294813.56,926637000000,924331000000,13185.67,0,7686848,1967210,2.732595966,4.546900121
AUS,MEX,2004,313891.56,963712000000,960570000000,13185.67,0,7686848,1967210,2.343255225,4.688408848
AUS,MEX,2005,637343.0,994458000000,982738000000,13185.67,0,7686848,1967210,2.691831683,3.988057146
AUS,MEX,2006,637841.48,1022640000000,1026910000000,13185.67,0,7686848,1967210,3.555287737,3.629467624
AUS,MEX,2007,558407.68,1061270000000,1050440000000,13185.67,0,7686848,1967210,2.327611289,3.966849055
AUS,MEX,2008,565335.9,1100090000000,1062460000000,13185.67,0,7686848,1967210,4.35029855,5.124982746
AUS,MEX,2009,654620.80,1121240000000,1006300000000,13185.67,0,7686848,1967210,1.771117166,5.297355842
AUS,MEX,2010,669226.58,1144260000000,1057800000000,13185.67,0,7686848,1967210,2.918340027,4.156727227
AUS,MEX,2011,1162814.53,1172310000000,1096550000000,13185.67,0,7686848,1967210,3.303850156,3.407378246
AUS,MEX,2012,909798.98,1217930000000,1136490000000,13185.67,0,7686848,1967210,1.762780156,4.111509811
AUS,MEX,2013,350062.82,1250080000000,1151880000000,13185.67,0,7686848,1967210,2.449888641,3.806390697
AUS,MEX,2014,458315.90,1282060000000,1184180000000,13185.67,0,7686848,1967210,2.487922705,4.018616081
AUS,MEX,2015,406141.81,1312200000000,1223120000000,13185.67,0,7686848,1967210,1.508366722,2.72064065
AUS,MEX,2016,346186.17,1349300000000,1258560000000,13185.67,0,7686848,1967210,1.276990945,2.821707847
AUS,NLD,2000,1029633.8,848733000000,734694000000,16644.24,0,7686848,41863,4.457435148,2.360522338
AUS,NLD,2001,850199.14,865140000000,750301000000,16644.24,0,7686848,41863,4.407135362,4.155841272
