Country (i),Country (j),Year,X (ij) in 1000 USD,GDP (i),GDP (j),Dist (ij),Lang (ij),Area (i),Area (j),Inflation (i),Inflation (j)
FRA,ESP,2002,29564997.3,2415240000000,1229910000000,1054.656,0,547026,505954,1.923412287,3.065765372
FRA,ESP,2003,36547700.7,2435030000000,1269120000000,1054.656,0,547026,505954,2.098472191,3.039233684
FRA,ESP,2004,41410568.2,2502880000000,1309300000000,1054.656,0,547026,505954,2.142089646,3.03920165
FRA,ESP,2005,44221756.0,2543120000000,1358050000000,1054.656,0,547026,505954,1.745869364,3.368453988
FRA,ESP,2006,47196778.4,2603520000000,1414740000000,1054.656,0,547026,505954,1.675124496,3.515374911
FRA,ESP,2007,51652808.7,2665000000000,1468060000000,1054.656,0,547026,505954,1.48799806,2.787030473
FRA,ESP,2008,49916887.,2670210000000,1484470000000,1054.656,0,547026,505954,2.812861949,4.075660764
FRA,ESP,2009,37242571.8,2591670000000,1431420000000,1054.656,0,547026,505954,0.087620478,-0.287996835
FRA,ESP,2010,37979639.9,2642610000000,1431620000000,1054.656,0,547026,505954,1.531122704,1.79988133
FRA,ESP,2011,42562637.7,2700550000000,1417320000000,1054.656,0,547026,505954,2.111597952,3.196146412
FRA,ESP,2012,37799116.8,2709010000000,1375820000000,1054.656,0,547026,505954,1.954195316,2.446000185
FRA,ESP,2013,38591336.2,2724620000000,1352360000000,1054.656,0,547026,505954,0.863715498,1.408546292
FRA,ESP,2014,40237402.,2750680000000,1371020000000,1054.656,0,547026,505954,0.507758823,-0.150870313
FRA,ESP,2015,36022036.0,2781290000000,1420990000000,1054.656,0,547026,505954,0.037514381,-0.500461321
FRA,ESP,2016,36644577.9,2813860000000,1466070000000,1054.656,0,547026,505954,0.183334861,-0.202671741
FRA,LKA,2000,397958.8,2342740000000,34271798041,8526.015,0,547026,65610,1.675959887,6.17627591
FRA,LKA,2001,100483.45,2388520000000,33742158886,8526.015,0,547026,65610,1.634780795,14.1584558
FRA,LKA,2002,87534.6,2415240000000,35079926055,8526.015,0,547026,65610,1.923412287,9.55103167
FRA,LKA,2003,121152.27,2435030000000,37163768055,8526.015,0,547026,65610,2.098472191,6.314637871
FRA,LKA,2004,118487.47,2502880000000,39187357999,8526.015,0,547026,65610,2.142089646,7.57592583
FRA,LKA,2005,124753.9,2543120000000,41633334151,8526.015,0,547026,65610,1.745869364,11.6396861
FRA,LKA,2006,123588.27,2603520000000,44825899741,8526.015,0,547026,65610,1.675124496,10.02018361
FRA,LKA,2007,169310.14,2665000000000,47872638203,8526.015,0,547026,65610,1.48799806,15.84211149
FRA,LKA,2008,97860.68,2670210000000,50721102373,8526.015,0,547026,65610,2.812861949,22.56449553
FRA,LKA,2009,83037.17,2591670000000,52516077579,8526.015,0,547026,65610,0.087620478,3.464963221
FRA,LKA,2010,168111.58,2642610000000,56725749222,8526.015,0,547026,65610,1.531122704,6.217648893
FRA,LKA,2011,305735.25,2700550000000,61493396999,8526.015,0,547026,65610,2.111597952,6.716768436
FRA,LKA,2012,164951.10,2709010000000,67116705113,8526.015,0,547026,65610,1.954195316,7.542913732
FRA,LKA,2013,111329.77,2724620000000,69395808983,8526.015,0,547026,65610,0.863715498,6.908450348
FRA,LKA,2014,396459.68,2750680000000,72838327290,8526.015,0,547026,65610,0.507758823,3.179002282
FRA,LKA,2015,972772.35,2781290000000,76485840044,8526.015,0,547026,65610,0.037514381,3.768367831
FRA,LKA,2016,100276.84,2813860000000,79903861972,8526.015,0,547026,65610,0.183334861,3.958888466
FRA,TUR,2000,3377856.22,2342740000000,520948000000,2600.656,0,547026,780576,1.675959887,54.91537058
FRA,TUR,2001,1981578.06,2388520000000,489887000000,2600.656,0,547026,780576,1.634780795,54.40018876
FRA,TUR,2002,2728395.03,2415240000000,521388000000,2600.656,0,547026,780576,1.923412287,44.96412095
FRA,TUR,2003,3681696.62,2435030000000,550629000000,2600.656,0,547026,780576,2.098472191,21.60243845
FRA,TUR,2004,5260312.40,2502880000000,603733000000,2600.656,0,547026,780576,2.142089646,8.598261681
FRA,TUR,2005,5799787.69,2543120000000,658129000000,2600.656,0,547026,780576,1.745869364,8.179160368
FRA,TUR,2006,6533477.58,2603520000000,704920000000,2600.656,0,547026,780576,1.675124496,9.597242123
FRA,TUR,2007,7125919.97,2665000000000,740380000000,2600.656,0,547026,780576,1.48799806,8.75618091
FRA,TUR,2008,8402658.90,2670210000000,746638000000,2600.656,0,547026,780576,2.812861949,10.44412838
FRA,TUR,2009,6731561.80,2591670000000,711513000000,2600.656,0,547026,780576,0.087620478,6.250976631
FRA,TUR,2010,8303271.3,2642610000000,771902000000,2600.656,0,547026,780576,1.531122704,8.566444206
FRA,TUR,2011,9335394.40,2700550000000,857687000000,2600.656,0,547026,780576,2.111597952,6.471879671
FRA,TUR,2012,8874382.15,2709010000000,898770000000,2600.656,0,547026,780576,1.954195316,8.891569965
FRA,TUR,2013,8319703.15,2724620000000,975087000000,2600.656,0,547026,780576,0.863715498,7.493090305
FRA,TUR,2014,7958889.47,2750680000000,1025470000000,2600.656,0,547026,780576,0.507758823,8.854572714
FRA,TUR,2015,7866835.13,2781290000000,1087880000000,2600.656,0,547026,780576,0.037514381,7.670853648
FRA,TUR,2016,7749140.96,2813860000000,1122510000000,2600.656,0,547026,780576,0.183334861,7.775134153
FRA,ARE,2000,2004481.00,2342740000000,198234000000,5249.535,0,547026,83657,1.675959887,..
FRA,ARE,2001,2324024.09,2388520000000,201008000000,5249.535,0,547026,83657,1.634780795,..
FRA,ARE,2002,2262781.79,2415240000000,205899000000,5249.535,0,547026,83657,1.923412287,..
FRA,ARE,2003,3314040.60,2435030000000,224019000000,5249.535,0,547026,83657,2.098472191,..
FRA,ARE,2004,3219444.60,2502880000000,245450000000,5249.535,0,547026,83657,2.142089646,..
FRA,ARE,2005,3303736.93,2543120000000,257367000000,5249.535,0,547026,83657,1.745869364,..
FRA,ARE,2006,4295622.17,2603520000000,282685000000,5249.535,0,547026,83657,1.675124496,..
FRA,ARE,2007,5010289.62,2665000000000,291687000000,5249.535,0,547026,83657,1.48799806,..
FRA,ARE,2008,5188483.8,2670210000000,300997000000,5249.535,0,547026,83657,2.812861949,12.25042024
FRA,ARE,2009,4836366.85,2591670000000,285216000000,5249.535,0,547026,83657,0.087620478,1.559800981
FRA,ARE,2010,4521978.10,2642610000000,289787000000,5249.535,0,547026,83657,1.531122704,0.879216764
FRA,ARE,2011,5091459.79,2700550000000,309870000000,5249.535,0,547026,83657,2.111597952,0.877346596
FRA,ARE,2012,4529327.04,2709010000000,323767000000,5249.535,0,547026,83657,1.954195316,0.6622689
FRA,ARE,2013,5333113.21,2724620000000,340128000000,5249.535,0,547026,83657,0.863715498,1.101118364
FRA,ARE,2014,5446019.19,2750680000000,355089000000,5249.535,0,547026,83657,0.507758823,2.346268657
FRA,ARE,2015,4262119.,2781290000000,373073000000,5249.535,0,547026,83657,0.037514381,4.069966084
FRA,ARE,2016,4000982.81,2813860000000,384222000000,5249.535,0,547026,83657,0.183334861,1.615925039
FRA,GBR,2000,29075686.0,2342740000000,2095210000000,342.9475,0,547026,244110,1.675959887,1.182956242
FRA,GBR,2001,28480821.8,2388520000000,2148510000000,342.9475,0,547026,244110,1.634780795,1.532349603
FRA,GBR,2002,31330055.6,2415240000000,2201320000000,342.9475,0,547026,244110,1.923412287,1.520402459
FRA,GBR,2003,34405121.7,2435030000000,2274530000000,342.9475,0,547026,244110,2.098472191,1.376500385
FRA,GBR,2004,38671329.1,2502880000000,2328310000000,342.9475,0,547026,244110,2.142089646,1.390397567
FRA,GBR,2005,38237980.9,2543120000000,2400400000000,342.9475,0,547026,244110,1.745869364,2.08913649
FRA,GBR,2006,40715472.7,2603520000000,2459350000000,342.9475,0,547026,244110,1.675124496,2.455661664
FRA,GBR,2007,45226331.5,2665000000000,2517310000000,342.9475,0,547026,244110,1.48799806,2.386561508
FRA,GBR,2008,46710234.2,2670210000000,2505420000000,342.9475,0,547026,244110,2.812861949,3.521408563
FRA,GBR,2009,33747314.8,2591670000000,2400500000000,342.9475,0,547026,244110,0.087620478,1.961731736
FRA,GBR,2010,34343828.3,2642610000000,2452900000000,342.9475,0,547026,244110,1.531122704,2.492654725
FRA,GBR,2011,38841446.7,2700550000000,2493240000000,342.9475,0,547026,244110,2.111597952,3.856112447
FRA,GBR,2012,37689539.9,2709010000000,2529320000000,342.9475,0,547026,244110,1.954195316,2.573234797
FRA,GBR,2013,39093102.9,2724620000000,2581080000000,342.9475,0,547026,244110,0.863715498,2.291666667
FRA,GBR,2014,40208880.2,2750680000000,2657160000000,342.9475,0,547026,244110,0.507758823,1.451120163
FRA,GBR,2015,35002773.7,2781290000000,2719580000000,342.9475,0,547026,244110,0.037514381,0.368046842
FRA,GBR,2016,34445925.4,2813860000000,2768240000000,342.9475,0,547026,244110,0.183334861,1.008417368
FRA,USA,2000,25936986.,2342740000000,12713100000000,6169.154,0,547026,9529106,1.675959887,3.376857271
FRA,USA,2001,2561580,2388520000000,12837100000000,6169.154,0,547026,9529106,1.634780795,2.826171119
FRA,USA,2002,24665977.3,2415240000000,13066400000000,6169.154,0,547026,9529106,1.923412287,1.586031627
FRA,USA,2003,24876422.,2435030000000,13433200000000,6169.154,0,547026,9529106,2.098472191,2.270094973
FRA,USA,2004,28711499.1,2502880000000,13941700000000,6169.154,0,547026,9529106,2.142089646,2.677236693
FRA,USA,2005,31113171.0,2543120000000,14408100000000,6169.154,0,547026,9529106,1.745869364,3.392746845
FRA,USA,2006,33165277.3,2603520000000,14792300000000,6169.154,0,547026,9529106,1.675124496,3.225944101
FRA,USA,2007,34096800.0,2665000000000,15055400000000,6169.154,0,547026,9529106,1.48799806,2.852672482
FRA,USA,2008,35110119.3,2670210000000,15011500000000,6169.154,0,547026,9529106,2.812861949,3.839100297
FRA,USA,2009,27346847.3,2591670000000,14594800000000,6169.154,0,547026,9529106,0.087620478,-0.355546266
FRA,USA,2010,29230606.4,2642610000000,14992100000000,6169.154,0,547026,9529106,1.531122704,1.640043442
FRA,USA,2011,32552097.7,2700550000000,15224600000000,6169.154,0,547026,9529106,2.111597952,3.156841569
FRA,USA,2012,34123265.2,2709010000000,15567000000000,6169.154,0,547026,9529106,1.954195316,2.069337265
FRA,USA,2013,35765162.9,2724620000000,15853800000000,6169.154,0,547026,9529106,0.863715498,1.464832656
FRA,USA,2014,36382467.2,2750680000000,16242500000000,6169.154,0,547026,9529106,0.507758823,1.622222977
FRA,USA,2015,3621603,2781290000000,16710500000000,6169.154,0,547026,9529106,0.037514381,0.118627136
FRA,USA,2016,36127096.,2813860000000,16972300000000,6169.154,0,547026,9529106,0.183334861,1.261583206
FRA,VNM,2000,261595.56,2342740000000,61146300623,9208.554,0,547026,331114,1.675959887,-1.710337279
FRA,VNM,2001,281248.00,2388520000000,64933025784,9208.554,0,547026,331114,1.634780795,-0.431544512
FRA,VNM,2002,336000.76,2415240000000,69037326106,9208.554,0,547026,331114,1.923412287,3.830828382
FRA,VNM,2003,434512.86,2435030000000,73800255067,9208.554,0,547026,331114,2.098472191,3.219889953
FRA,VNM,2004,398207.09,2502880000000,79362145321,9208.554,0,547026,331114,2.142089646,7.759131293
FRA,VNM,2005,379001.16,2543120000000,85351803030,9208.554,0,547026,331114,1.745869364,8.281421766
FRA,VNM,2006,407261.34,2603520000000,91307613277,9208.554,0,547026,331114,1.675124496,7.385786802
FRA,VNM,2007,625791.35,2665000000000,97817393660,9208.554,0,547026,331114,1.48799806,8.30378949
FRA,VNM,2008,577596.51,2670210000000,103356000000,9208.554,0,547026,331114,2.812861949,23.11631629
FRA,VNM,2009,741942.63,2591670000000,108935000000,9208.554,0,547026,331114,0.087620478,7.054558499
FRA,VNM,2010,900995.55,2642610000000,115932000000,9208.554,0,547026,331114,1.531122704,8.861600361
FRA,VNM,2011,1048832.33,2700550000000,123166000000,9208.554,0,547026,331114,2.111597952,18.67550042
FRA,VNM,2012,788819.79,2709010000000,129629000000,9208.554,0,547026,331114,1.954195316,9.094216079
FRA,VNM,2013,934117.18,2724620000000,136658000000,9208.554,0,547026,331114,0.863715498,6.592255898
FRA,VNM,2014,1014998.22,2750680000000,144835000000,9208.554,0,547026,331114,0.507758823,4.710018434
FRA,VNM,2015,1571178.28,2781290000000,154509000000,9208.554,0,547026,331114,0.037514381,0.878603714
FRA,VNM,2016,1645183.44,2813860000000,164105000000,9208.554,0,547026,331114,0.183334861,3.243567431
DEU,AUS,2000,310868,3123910000000,848733000000,16082.09,0,357325,7686848,1.440268187,4.457435148
DEU,AUS,2001,319668,3176870000000,865140000000,16082.09,0,357325,7686848,1.983856936,4.407135362
DEU,AUS,2002,369484,3176870000000,899772000000,16082.09,0,357325,7686848,1.420805605,2.981574539
DEU,AUS,2003,476008,3154320000000,926637000000,16082.09,0,357325,7686848,1.034227766,2.732595966
DEU,AUS,2004,576755,3191220000000,963712000000,16082.09,0,357325,7686848,1.665733409,2.343255225
DEU,AUS,2005,624320,3213780000000,994458000000,16082.09,0,357325,7686848,1.546909652,2.691831683
DEU,AUS,2006,690068,3332690000000,1022640000000,16082.09,0,357325,7686848,1.577428259,3.555287737
DEU,AUS,2007,797193,3441360000000,1061270000000,16082.09,0,357325,7686848,2.298341797,2.327611289
DEU,AUS,2008,975245,3478600000000,1100090000000,16082.09,0,357325,7686848,2.628381749,4.35029855
DEU,AUS,2009,878672,3283140000000,1121240000000,16082.09,0,357325,7686848,0.31273763,1.771117166
DEU,AUS,2010,10415729.0,3417090000000,1144260000000,16082.09,0,357325,7686848,1.103809161,2.918340027
DEU,AUS,2011,11596680.5,3542160000000,1172310000000,16082.09,0,357325,7686848,2.075174525,3.303850156
DEU,AUS,2012,12077788.6,3559590000000,1217930000000,16082.09,0,357325,7686848,2.008490922,1.762780156
DEU,AUS,2013,11441547.1,3577010000000,1250080000000,16082.09,0,357325,7686848,1.50472098,2.449888641
DEU,AUS,2014,10395172.0,3654920000000,1282060000000,16082.09,0,357325,7686848,0.906797949,2.487922705
DEU,AUS,2015,9378864.49,3718480000000,1312200000000,16082.09,0,357325,7686848,0.51442054,1.508366722
DEU,AUS,2016,10117698.4,3801860000000,1349300000000,16082.09,0,357325,7686848,0.491748625,1.276990945
DEU,BGD,2000,13096,3123910000000,67013463193,7077.438,0,357325,143998,1.440268187,2.208256209
DEU,BGD,2001,17318,3176870000000,70415929567,7077.438,0,357325,143998,1.983856936,2.007173742
DEU,BGD,2002,14822,3176870000000,73115059421,7077.438,0,357325,143998,1.420805605,3.332564933
DEU,BGD,2003,19511,3154320000000,76580396942,7077.438,0,357325,143998,1.034227766,5.668707734
DEU,BGD,2004,27701,3191220000000,80592852042,7077.438,0,357325,143998,1.665733409,7.587536385
DEU,BGD,2005,32076,3213780000000,85860356478,7077.438,0,357325,143998,1.546909652,7.046618162
DEU,BGD,2006,38243,3332690000000,91588877879,7077.438,0,357325,143998,1.577428259,6.765261171
DEU,BGD,2007,29495,3441360000000,98053769823,7077.438,0,357325,143998,2.298341797,9.106984969
DEU,BGD,2008,39650,3478600000000,103951000000,7077.438,0,357325,143998,2.628381749,8.901944895
DEU,BGD,2009,41818,3283140000000,109195000000,7077.438,0,357325,143998,0.31273763,5.423472362
DEU,BGD,2010,615820.02,3417090000000,115279000000,7077.438,0,357325,143998,1.103809161,8.126676392
DEU,BGD,2011,615061.54,3542160000000,122731000000,7077.438,0,357325,143998,2.075174525,11.39516516
DEU,BGD,2012,543159.41,3559590000000,130735000000,7077.438,0,357325,143998,2.008490922,6.217504221
DEU,BGD,2013,607379.11,3577010000000,138597000000,7077.438,0,357325,143998,1.50472098,7.530406409
DEU,BGD,2014,768694.72,3654920000000,146997000000,7077.438,0,357325,143998,0.906797949,6.991638892
DEU,BGD,2015,709807.2,3718480000000,156630000000,7077.438,0,357325,143998,0.51442054,6.19428023
DEU,BGD,2016,873449.38,3801860000000,167771000000,7077.438,0,357325,143998,0.491748625,5.513525727
DEU,BEL,2000,2789243,3123910000000,411797000000,653.1423,1,357325,33114,1.440268187,2.544517762
DEU,BEL,2001,2818541,3176870000000,415139000000,653.1423,1,357325,33114,1.983856936,2.469258231
DEU,BEL,2002,2870708,3176870000000,422530000000,653.1423,1,357325,33114,1.420805605,1.645214362
DEU,BEL,2003,3777145,3154320000000,425803000000,653.1423,1,357325,33114,1.034227766,1.588964
DEU,BEL,2004,5117018,3191220000000,441280000000,653.1423,1,357325,33114,1.665733409,2.097283112
DEU,BEL,2005,5429245,3213780000000,450521000000,653.1423,1,357325,33114,1.546909652,2.781432637
DEU,BEL,2006,5864925,3332690000000,461812000000,653.1423,1,357325,33114,1.577428259,1.791207701
DEU,BEL,2007,7038862,3441360000000,477740000000,653.1423,1,357325,33114,2.298341797,1.8230563
DEU,BEL,2008,7613982,3478600000000,481481000000,653.1423,1,357325,33114,2.628381749,4.489444205
DEU,BEL,2009,5878311,3283140000000,470633000000,653.1423,1,357325,33114,0.31273763,-0.053145674
DEU,BEL,2010,61487466.4,3417090000000,483548000000,653.1423,1,357325,33114,1.103809161,2.189299204
DEU,BEL,2011,65282147.3,3542160000000,492244000000,653.1423,1,357325,33114,2.075174525,3.532082107
DEU,BEL,2012,56285416.7,3559590000000,493399000000,653.1423,1,357325,33114,2.008490922,2.839663434
DEU,BEL,2013,56346157.9,3577010000000,494389000000,653.1423,1,357325,33114,1.50472098,1.11309594
DEU,BEL,2014,55773215.4,3654920000000,500592000000,653.1423,1,357325,33114,0.906797949,0.340002833
DEU,BEL,2015,45351172.8,3718480000000,509186000000,653.1423,1,357325,33114,0.51442054,0.561429153
DEU,BEL,2016,45770875.6,3801860000000,516766000000,653.1423,1,357325,33114,0.491748625,1.973852647
DEU,BRA,2000,462348,3123910000000,1538710000000,9601.955,0,357325,8511920,1.440268187,7.044141059
DEU,BRA,2001,502701,3176870000000,1560090000000,9601.955,0,357325,8511920,1.983856936,6.840359025
DEU,BRA,2002,458196,3176870000000,1607730000000,9601.955,0,357325,8511920,1.420805605,8.450164377
DEU,BRA,2003,462080,3154320000000,1626070000000,9601.955,0,357325,8511920,1.034227766,14.71491972
DEU,BRA,2004,577598,3191220000000,1719730000000,9601.955,0,357325,8511920,1.665733409,6.5971851
DEU,BRA,2005,681471,3213780000000,1774800000000,9601.955,0,357325,8511920,1.546909652,6.869537209
DEU,BRA,2006,741998,3332690000000,1845120000000,9601.955,0,357325,8511920,1.577428259,4.183568129
DEU,BRA,2007,940557,3441360000000,1957110000000,9601.955,0,357325,8511920,2.298341797,3.641272991
DEU,BRA,2008,1276122,3478600000000,2056810000000,9601.955,0,357325,8511920,2.628381749,5.678593903
DEU,BRA,2009,1008281,3283140000000,2054220000000,9601.955,0,357325,8511920,0.31273763,4.888034799
DEU,BRA,2010,13781815.8,3417090000000,2208870000000,9601.955,0,357325,8511920,1.103809161,5.038726901
DEU,BRA,2011,15630520.5,3542160000000,2296660000000,9601.955,0,357325,8511920,2.075174525,6.636369353
DEU,BRA,2012,15165416.0,3559590000000,2340780000000,9601.955,0,357325,8511920,2.008490922,5.403553391
DEU,BRA,2013,15148017.,3577010000000,2411120000000,9601.955,0,357325,8511920,1.50472098,6.204335948
DEU,BRA,2014,13955137.1,3654920000000,2423270000000,9601.955,0,357325,8511920,0.906797949,6.329152227
DEU,BRA,2015,11062911.9,3718480000000,2337350000000,9601.955,0,357325,8511920,0.51442054,9.029807186
DEU,BRA,2016,10005110.9,3801860000000,2260090000000,9601.955,0,357325,8511920,0.491748625,8.7391283
DEU,CAN,2000,396964,3123910000000,1342740000000,6134.981,0,357325,9976139,1.440268187,2.719439957
DEU,CAN,2001,458530,3176870000000,1366510000000,6134.981,0,357325,9976139,1.983856936,2.52512014
DEU,CAN,2002,524958,3176870000000,1407650000000,6134.981,0,357325,9976139,1.420805605,2.258394409
DEU,CAN,2003,549132,3154320000000,1433020000000,6134.981,0,357325,9976139,1.034227766,2.758563214
DEU,CAN,2004,605030,3191220000000,1477240000000,6134.981,0,357325,9976139,1.665733409,1.857258719
DEU,CAN,2005,683417,3213780000000,1524530000000,6134.981,0,357325,9976139,1.546909652,2.213552034
DEU,CAN,2006,810218,3332690000000,1564530000000,6134.981,0,357325,9976139,1.577428259,2.002025395
DEU,CAN,2007,868830,3441360000000,1596800000000,6134.981,0,357325,9976139,2.298341797,2.138383993
DEU,CAN,2008,922334,3478600000000,1612770000000,6134.981,0,357325,9976139,2.628381749,2.370270674
DEU,CAN,2009,726074,3283140000000,1565200000000,6134.981,0,357325,9976139,0.31273763,0.299466803
DEU,CAN,2010,8528851.07,3417090000000,1613460000000,6134.981,0,357325,9976139,1.103809161,1.776871541
DEU,CAN,2011,10303313.9,3542160000000,1664150000000,6134.981,0,357325,9976139,2.075174525,2.912135089
DEU,CAN,2012,11585225.8,3559590000000,1693190000000,6134.981,0,357325,9976139,2.008490922,1.515678231
DEU,CAN,2013,11867697.7,3577010000000,1735100000000,6134.981,0,357325,9976139,1.50472098,0.938291898
DEU,CAN,2014,11624205.5,3654920000000,1784650000000,6134.981,0,357325,9976139,0.906797949,1.906635907
DEU,CAN,2015,11111729.7,3718480000000,1802510000000,6134.981,0,357325,9976139,0.51442054,1.125241361
DEU,CAN,2016,10621679.0,3801860000000,1828000000000,6134.981,0,357325,9976139,0.491748625,1.428759547
DEU,CHN,2000,860927,3123910000000,2237080000000,7363.33,0,357325,9572378,1.440268187,0.347806257
DEU,CHN,2001,1071492,3176870000000,2423650000000,7363.33,0,357325,9572378,1.983856936,0.719132437
DEU,CHN,2002,1371096,3176870000000,2644950000000,7363.33,0,357325,9572378,1.420805605,-0.7319755
DEU,CHN,2003,2062029,3154320000000,2910380000000,7363.33,0,357325,9572378,1.034227766,1.127601961
DEU,CHN,2004,2607149,3191220000000,3204660000000,7363.33,0,357325,9572378,1.665733409,3.824637624
DEU,CHN,2005,2633998,3213780000000,3569850000000,7363.33,0,357325,9572378,1.546909652,1.776416168
DEU,CHN,2006,3459602,3332690000000,4023920000000,7363.33,0,357325,9572378,1.577428259,1.649433101
DEU,CHN,2007,4110643,3441360000000,4596580000000,7363.33,0,357325,9572378,2.298341797,4.816765313
DEU,CHN,2008,5017385,3478600000000,5040350000000,7363.33,0,357325,9572378,2.628381749,5.925255289
DEU,CHN,2009,5109228,3283140000000,5514130000000,7363.33,0,357325,9572378,0.31273763,-0.728171334
DEU,CHN,2010,71067793.7,3417090000000,6100620000000,7363.33,0,357325,9572378,1.103809161,3.175327981
DEU,CHN,2011,90496735.9,3542160000000,6682400000000,7363.33,0,357325,9572378,2.075174525,5.553897059
DEU,CHN,2012,86101711.4,3559590000000,7207390000000,7363.33,0,357325,9572378,2.008490922,2.619526165
DEU,CHN,2013,89317190.6,3577010000000,7766510000000,7363.33,0,357325,9572378,1.50472098,2.621049027
DEU,CHN,2014,99196126.2,3654920000000,8333290000000,7363.33,0,357325,9572378,0.906797949,1.921643416
DEU,CHN,2015,79429908.5,3718480000000,8908300000000,7363.33,0,357325,9572378,0.51442054,1.437024514
DEU,CHN,2016,85350435.9,3801860000000,9505160000000,7363.33,0,357325,9572378,0.491748625,2
DEU,EGY,2000,147631,3123910000000,136353000000,2895.229,0,357325,1001449,1.440268187,2.683805353
DEU,EGY,2001,128464,3176870000000,141174000000,2895.229,0,357325,1001449,1.983856936,2.269757205
DEU,EGY,2002,129560,3176870000000,144548000000,2895.229,0,357325,1001449,1.420805605,2.73723855
DEU,EGY,2003,146226,3154320000000,149164000000,2895.229,0,357325,1001449,1.034227766,4.507776363
DEU,EGY,2004,177448,3191220000000,155268000000,2895.229,0,357325,1001449,1.665733409,11.27061933
DEU,EGY,2005,210936,3213780000000,162211000000,2895.229,0,357325,1001449,1.546909652,4.869396969
DEU,EGY,2006,238613,3332690000000,173312000000,2895.229,0,357325,1001449,1.577428259,7.644526445
DEU,EGY,2007,292940,3441360000000,185597000000,2895.229,0,357325,1001449,2.298341797,9.318969058
DEU,EGY,2008,399053,3478600000000,198878000000,2895.229,0,357325,1001449,2.628381749,18.31683168
DEU,EGY,2009,371655,3283140000000,208173000000,2895.229,0,357325,1001449,0.31273763,11.76349544
DEU,EGY,2010,3951363.86,3417090000000,218888000000,2895.229,0,357325,1001449,1.103809161,11.26518827
DEU,EGY,2011,3339239.51,3542160000000,222751000000,2895.229,0,357325,1001449,2.075174525,10.0539169
DEU,EGY,2012,3435961.48,3559590000000,227710000000,2895.229,0,357325,1001449,2.008490922,7.11815562
DEU,EGY,2013,3200855.14,3577010000000,232686000000,2895.229,0,357325,1001449,1.50472098,9.42157654
DEU,EGY,2014,3850643.48,3654920000000,239471000000,2895.229,0,357325,1001449,0.906797949,10.1445712
DEU,EGY,2015,3724523.22,3718480000000,249941000000,2895.229,0,357325,1001449,0.51442054,10.36206974
DEU,EGY,2016,5008896.3,3801860000000,260805000000,2895.229,0,357325,1001449,0.491748625,13.80966828
DEU,FRA,2000,6280303,3123910000000,2342740000000,880.187,0,357325,547026,1.440268187,1.675959887
DEU,FRA,2001,6123563,3176870000000,2388520000000,880.187,0,357325,547026,1.983856936,1.634780795
DEU,FRA,2002,6378653,3176870000000,2415240000000,880.187,0,357325,547026,1.420805605,1.923412287
DEU,FRA,2003,7918681,3154320000000,2435030000000,880.187,0,357325,547026,1.034227766,2.098472191
DEU,FRA,2004,9359420,3191220000000,2502880000000,880.187,0,357325,547026,1.665733409,2.142089646
DEU,FRA,2005,9835481,3213780000000,2543120000000,880.187,0,357325,547026,1.546909652,1.745869364
DEU,FRA,2006,10670558,3332690000000,2603520000000,880.187,0,357325,547026,1.577428259,1.675124496
DEU,FRA,2007,12866599,3441360000000,2665000000000,880.187,0,357325,547026,2.298341797,1.48799806
DEU,FRA,2008,14263052,3478600000000,2670210000000,880.187,0,357325,547026,2.628381749,2.812861949
DEU,FRA,2009,11426236,3283140000000,2591670000000,880.187,0,357325,547026,0.31273763,0.087620478
DEU,FRA,2010,120169040.,3417090000000,2642610000000,880.187,0,357325,547026,1.103809161,1.531122704
DEU,FRA,2011,141249655.,3542160000000,2700550000000,880.187,0,357325,547026,2.075174525,2.111597952
DEU,FRA,2012,131638089.,3559590000000,2709010000000,880.187,0,357325,547026,2.008490922,1.954195316
DEU,FRA,2013,131788927.,3577010000000,2724620000000,880.187,0,357325,547026,1.50472098,0.863715498
DEU,FRA,2014,133560646.,3654920000000,2750680000000,880.187,0,357325,547026,0.906797949,0.507758823
DEU,FRA,2015,113948629.,3718480000000,2781290000000,880.187,0,357325,547026,0.51442054,0.037514381
DEU,FRA,2016,110669303.,3801860000000,2813860000000,880.187,0,357325,547026,0.491748625,0.183334861
DEU,HKG,2000,382016,3123910000000,153401000000,8759.48,0,357325,1092,1.440268187,-3.685503686
DEU,HKG,2001,372074,3176870000000,154261000000,8759.48,0,357325,1092,1.983856936,-1.658163265
DEU,HKG,2002,394954,3176870000000,156817000000,8759.48,0,357325,1092,1.420805605,-2.983138781
DEU,HKG,2003,447840,3154320000000,161610000000,8759.48,0,357325,1092,1.034227766,-2.673796791
DEU,HKG,2004,501585,3191220000000,175670000000,8759.48,0,357325,1092,1.665733409,-0.274725275
DEU,HKG,2005,508030,3213780000000,188649000000,8759.48,0,357325,1092,1.546909652,0.826446281
DEU,HKG,2006,604709,3332690000000,201916000000,8759.48,0,357325,1092,1.577428259,2.01411015
DEU,HKG,2007,626274,3441360000000,214969000000,8759.48,0,357325,1092,2.298341797,2.030117122
DEU,HKG,2008,657382,3478600000000,219544000000,8759.48,0,357325,1092,2.628381749,4.296490653
DEU,HKG,2009,566372,3283140000000,214145000000,8759.48,0,357325,1092,0.31273763,0.576519916
DEU,HKG,2010,7407884.36,3417090000000,228638000000,8759.48,0,357325,1092,1.103809161,2.313705055
